OTU ID	HerbaGuinea.d1	Gandules.K4	C2	Camposta.3	S3	Sunflower14	Guineagrass1	Sunflower7	Guineagrass8	G3	S1	MarigoldI3	Tobacco.B5	Gandules3	Cosmos13	Gandules.K3	M3	M2	G1	Girasoles.G6	HerbaGuinea.5	Maravilla.F1B	Gandules10	C3	M1	C1	Gandules5	Tobacco.B3	Maravilla.F1A	Camposta.5	MarigoldA2	Tobacco.B1	Gandules.K2	Girasoles.E5	Gandules4	Girasoles.E10	Camposta.4	Guineagrass3	Comsos1	Girasoles.G9	S2	Gandules2	Tobacco.B2	Tobacco.B4	Camposta.1	Marigold5B	Cosmo.T.C3	Maravilla.F1	Cosmo.T.A1	Lasemillera	Cosmo.T.A5	Gandules.K6	Sunflower3	Camposta.2	G2
d7a504f5f1dc9fbdd77581570e3fd5cb	276.0	533.0	86.0	0.0	77.0	685.0	530.0	685.0	727.0	20.0	105.0	338.0	456.0	494.0	320.0	448.0	72.0	68.0	52.0	142.0	295.0	587.0	493.0	102.0	68.0	149.0	494.0	306.0	527.0	0.0	733.0	495.0	201.0	171.0	199.0	124.0	0.0	282.0	489.0	289.0	75.0	199.0	448.0	459.0	0.0	744.0	486.0	707.0	336.0	0.0	584.0	541.0	444.0	0.0	69.0
ecbf086d6ccbe5e8c2a69d0afb144662	158.0	132.0	940.0	0.0	31.0	380.0	28.0	380.0	50.0	336.0	475.0	9.0	409.0	29.0	27.0	122.0	336.0	14.0	148.0	19.0	78.0	89.0	325.0	43.0	14.0	17.0	29.0	35.0	142.0	0.0	280.0	130.0	22.0	21.0	55.0	13.0	0.0	158.0	255.0	25.0	84.0	55.0	73.0	628.0	0.0	25.0	20.0	269.0	11.0	445.0	11.0	355.0	106.0	0.0	99.0
21d2da61979521e6b9cf59db20a10cf8	145.0	223.0	6.0	0.0	0.0	236.0	147.0	236.0	122.0	3.0	14.0	129.0	331.0	38.0	118.0	133.0	41.0	16.0	15.0	51.0	92.0	144.0	230.0	3.0	16.0	10.0	38.0	158.0	129.0	0.0	295.0	135.0	90.0	24.0	30.0	37.0	0.0	159.0	90.0	134.0	11.0	30.0	165.0	119.0	0.0	205.0	326.0	283.0	194.0	33.0	265.0	401.0	139.0	0.0	14.0
498128a80a796620b238d8ad5cd1d2f9	138.0	119.0	16.0	0.0	6.0	143.0	47.0	143.0	69.0	13.0	6.0	73.0	60.0	72.0	65.0	108.0	9.0	10.0	27.0	90.0	85.0	67.0	245.0	45.0	10.0	11.0	72.0	45.0	179.0	0.0	190.0	33.0	62.0	22.0	27.0	61.0	0.0	82.0	61.0	36.0	40.0	27.0	67.0	81.0	0.0	98.0	87.0	82.0	73.0	0.0	122.0	193.0	270.0	0.0	11.0
db4c51d23607a40db2843c49a38ee271	93.0	256.0	16.0	0.0	5.0	182.0	177.0	182.0	267.0	0.0	5.0	95.0	128.0	128.0	99.0	125.0	12.0	2.0	0.0	44.0	81.0	133.0	124.0	13.0	2.0	0.0	128.0	61.0	161.0	0.0	197.0	185.0	66.0	59.0	42.0	18.0	0.0	72.0	120.0	36.0	0.0	42.0	89.0	169.0	0.0	255.0	173.0	265.0	154.0	0.0	195.0	132.0	135.0	0.0	1.0
959a178855242ad3833af85d38ccff45	92.0	61.0	17.0	0.0	5.0	62.0	23.0	62.0	30.0	5.0	8.0	41.0	42.0	18.0	52.0	80.0	18.0	13.0	6.0	17.0	52.0	50.0	151.0	5.0	13.0	6.0	18.0	29.0	69.0	0.0	127.0	32.0	24.0	9.0	17.0	17.0	0.0	47.0	24.0	12.0	12.0	17.0	24.0	61.0	0.0	54.0	104.0	67.0	68.0	0.0	65.0	186.0	112.0	0.0	9.0
85e5b8a5f57afada11822cf92aee7771	89.0	106.0	0.0	0.0	0.0	58.0	78.0	58.0	58.0	0.0	3.0	52.0	48.0	38.0	26.0	59.0	6.0	1.0	0.0	27.0	70.0	91.0	141.0	3.0	1.0	1.0	38.0	41.0	95.0	0.0	109.0	49.0	64.0	30.0	32.0	21.0	0.0	50.0	43.0	39.0	3.0	32.0	34.0	88.0	0.0	144.0	132.0	96.0	86.0	0.0	166.0	144.0	114.0	0.0	4.0
0ee0a3cc2b185e828aed755ae41df667	88.0	218.0	26.0	0.0	14.0	218.0	168.0	218.0	227.0	0.0	15.0	114.0	139.0	94.0	114.0	179.0	11.0	17.0	13.0	57.0	152.0	165.0	147.0	21.0	17.0	16.0	94.0	81.0	154.0	0.0	264.0	127.0	66.0	46.0	73.0	96.0	0.0	85.0	126.0	36.0	13.0	73.0	138.0	167.0	0.0	279.0	162.0	265.0	112.0	0.0	273.0	193.0	150.0	0.0	2.0
7955f25a5f2fd2eb0f6d4ee0fb4083e7	75.0	99.0	0.0	0.0	0.0	117.0	120.0	117.0	153.0	2.0	0.0	107.0	117.0	90.0	137.0	114.0	0.0	0.0	0.0	27.0	91.0	91.0	146.0	0.0	0.0	0.0	90.0	71.0	120.0	0.0	232.0	109.0	64.0	32.0	43.0	11.0	0.0	114.0	81.0	53.0	3.0	43.0	88.0	115.0	0.0	186.0	109.0	177.0	98.0	0.0	99.0	399.0	96.0	0.0	0.0
0aa7b37695c232d9fb1c63e409e45683	75.0	15.0	0.0	0.0	0.0	14.0	0.0	14.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	32.0	24.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	4.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0
83d097086b1b9bcab2c7831aa634ae41	72.0	143.0	1.0	0.0	0.0	144.0	129.0	144.0	171.0	12.0	0.0	115.0	111.0	162.0	120.0	117.0	10.0	22.0	11.0	51.0	67.0	148.0	142.0	11.0	22.0	5.0	162.0	80.0	129.0	0.0	190.0	102.0	106.0	88.0	79.0	23.0	0.0	73.0	118.0	50.0	2.0	79.0	107.0	122.0	0.0	254.0	116.0	166.0	115.0	0.0	194.0	193.0	133.0	0.0	4.0
6714b8536c84634e62af0403dd315ec0	69.0	115.0	10.0	0.0	8.0	43.0	62.0	43.0	88.0	0.0	2.0	76.0	30.0	49.0	36.0	87.0	20.0	10.0	1.0	23.0	72.0	71.0	109.0	26.0	10.0	0.0	49.0	10.0	65.0	0.0	133.0	82.0	55.0	21.0	48.0	37.0	0.0	45.0	32.0	24.0	3.0	48.0	26.0	82.0	0.0	124.0	92.0	73.0	71.0	0.0	99.0	180.0	81.0	0.0	8.0
02047d2e2da6d0e73846b63774619e77	68.0	50.0	0.0	0.0	0.0	74.0	22.0	74.0	21.0	0.0	0.0	65.0	69.0	228.0	90.0	88.0	0.0	0.0	1.0	3.0	58.0	113.0	105.0	0.0	0.0	0.0	228.0	81.0	66.0	0.0	152.0	31.0	130.0	39.0	105.0	47.0	0.0	63.0	71.0	17.0	2.0	105.0	30.0	56.0	0.0	145.0	119.0	50.0	66.0	0.0	123.0	121.0	117.0	0.0	0.0
b3689ad48416ec1ecdf75d6ba6c483df	56.0	58.0	0.0	0.0	0.0	100.0	49.0	100.0	50.0	0.0	0.0	90.0	50.0	65.0	18.0	73.0	0.0	0.0	0.0	11.0	74.0	103.0	91.0	0.0	0.0	0.0	65.0	26.0	85.0	0.0	115.0	67.0	41.0	38.0	34.0	3.0	0.0	42.0	51.0	18.0	0.0	34.0	33.0	80.0	0.0	166.0	77.0	77.0	87.0	0.0	83.0	104.0	64.0	0.0	0.0
2678aef04f9523220a72f12eb9dee338	53.0	15.0	0.0	0.0	0.0	12.0	6.0	12.0	28.0	0.0	0.0	22.0	5.0	6.0	5.0	10.0	5.0	0.0	0.0	4.0	22.0	16.0	35.0	0.0	0.0	0.0	6.0	7.0	65.0	0.0	14.0	6.0	5.0	5.0	7.0	13.0	0.0	4.0	7.0	9.0	0.0	7.0	0.0	3.0	0.0	28.0	49.0	35.0	25.0	0.0	32.0	7.0	41.0	0.0	0.0
d03ede724dcc3efd39db449fd5bced6e	51.0	15.0	76.0	0.0	55.0	17.0	6.0	17.0	21.0	35.0	39.0	37.0	150.0	36.0	10.0	36.0	39.0	72.0	21.0	12.0	35.0	38.0	70.0	52.0	72.0	52.0	36.0	65.0	39.0	0.0	82.0	23.0	27.0	15.0	12.0	2.0	0.0	46.0	27.0	56.0	44.0	12.0	45.0	19.0	0.0	33.0	57.0	20.0	43.0	0.0	33.0	66.0	55.0	0.0	59.0
2e5e47c24f37e75ec3a58456ac8e5f1c	49.0	65.0	2.0	0.0	5.0	43.0	62.0	43.0	71.0	1.0	3.0	54.0	81.0	81.0	32.0	45.0	13.0	4.0	1.0	7.0	24.0	45.0	32.0	6.0	4.0	6.0	81.0	44.0	74.0	0.0	80.0	67.0	55.0	39.0	62.0	42.0	0.0	35.0	39.0	54.0	0.0	62.0	70.0	68.0	0.0	46.0	31.0	58.0	25.0	0.0	20.0	34.0	53.0	0.0	9.0
3f7b9a4d6f85b2477924216d631e0385	47.0	44.0	12.0	0.0	0.0	23.0	13.0	23.0	15.0	0.0	6.0	43.0	15.0	17.0	21.0	35.0	28.0	4.0	1.0	16.0	49.0	25.0	98.0	6.0	4.0	0.0	17.0	13.0	54.0	0.0	81.0	18.0	25.0	18.0	6.0	13.0	0.0	46.0	11.0	21.0	3.0	6.0	5.0	25.0	0.0	72.0	45.0	47.0	39.0	0.0	34.0	97.0	100.0	0.0	4.0
49ceb856ebe38f2ec31d80779a086d46	45.0	17.0	0.0	0.0	0.0	54.0	21.0	54.0	24.0	0.0	0.0	80.0	24.0	20.0	13.0	39.0	0.0	0.0	0.0	4.0	57.0	77.0	106.0	0.0	0.0	0.0	20.0	24.0	79.0	0.0	65.0	17.0	26.0	25.0	8.0	4.0	0.0	25.0	52.0	3.0	0.0	8.0	21.0	45.0	0.0	117.0	81.0	39.0	80.0	0.0	125.0	86.0	75.0	0.0	0.0
fc05cd013e9c95cc81045983818bdc16	43.0	18.0	20.0	0.0	1.0	6.0	10.0	6.0	20.0	12.0	5.0	13.0	26.0	8.0	24.0	30.0	28.0	18.0	26.0	20.0	31.0	14.0	46.0	22.0	18.0	11.0	8.0	16.0	25.0	0.0	59.0	11.0	17.0	3.0	11.0	0.0	0.0	28.0	8.0	28.0	25.0	11.0	20.0	24.0	0.0	34.0	29.0	25.0	13.0	0.0	0.0	52.0	24.0	0.0	18.0
2febaaffeae49be095f8e9f3d87af52c	42.0	28.0	2.0	0.0	0.0	12.0	21.0	12.0	2.0	0.0	0.0	16.0	1.0	4.0	0.0	13.0	0.0	4.0	0.0	4.0	15.0	32.0	84.0	9.0	4.0	0.0	4.0	2.0	45.0	0.0	27.0	5.0	0.0	0.0	3.0	0.0	0.0	13.0	0.0	0.0	2.0	3.0	2.0	9.0	0.0	8.0	21.0	17.0	13.0	0.0	15.0	67.0	48.0	0.0	0.0
8e257cbde0c4688f099fb47dc048b468	39.0	10.0	0.0	0.0	0.0	9.0	2.0	9.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	51.0	15.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	6.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	3.0	13.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0
cc5fd6679daaa68cbde684cce4a0635c	38.0	50.0	10.0	0.0	0.0	36.0	29.0	36.0	45.0	3.0	0.0	32.0	28.0	25.0	16.0	50.0	6.0	2.0	3.0	17.0	27.0	42.0	54.0	2.0	2.0	2.0	25.0	13.0	39.0	0.0	96.0	10.0	21.0	14.0	18.0	22.0	0.0	46.0	28.0	8.0	0.0	18.0	22.0	22.0	0.0	51.0	38.0	53.0	33.0	0.0	65.0	64.0	54.0	0.0	4.0
be37b83c8522a0f5ed9f58c4ce4b4ca8	37.0	68.0	101.0	348.0	113.0	45.0	69.0	45.0	117.0	17.0	67.0	48.0	156.0	77.0	51.0	33.0	82.0	128.0	56.0	99.0	37.0	42.0	83.0	150.0	128.0	121.0	77.0	82.0	71.0	0.0	105.0	31.0	94.0	37.0	63.0	60.0	0.0	72.0	51.0	87.0	107.0	63.0	125.0	72.0	1776.0	54.0	58.0	63.0	18.0	0.0	27.0	108.0	44.0	0.0	108.0
8edc0ef9d2446d94735374b1683a7037	37.0	39.0	0.0	0.0	0.0	35.0	40.0	35.0	45.0	0.0	0.0	41.0	53.0	39.0	26.0	45.0	0.0	0.0	0.0	9.0	21.0	48.0	56.0	0.0	0.0	0.0	39.0	29.0	51.0	0.0	86.0	36.0	29.0	16.0	20.0	0.0	0.0	41.0	55.0	27.0	0.0	20.0	40.0	34.0	0.0	90.0	77.0	65.0	44.0	0.0	88.0	88.0	59.0	0.0	0.0
2ce0179fe30dbc16a397f47765eedefb	36.0	44.0	27.0	0.0	47.0	37.0	53.0	37.0	68.0	13.0	36.0	29.0	73.0	39.0	32.0	54.0	43.0	28.0	22.0	18.0	18.0	54.0	25.0	40.0	28.0	33.0	39.0	20.0	36.0	0.0	79.0	65.0	36.0	22.0	32.0	8.0	0.0	25.0	38.0	49.0	32.0	32.0	59.0	65.0	0.0	66.0	43.0	57.0	24.0	0.0	33.0	99.0	13.0	0.0	31.0
22a99a6f7efee8fc9bd0992a5b2e7824	36.0	24.0	6.0	0.0	0.0	15.0	7.0	15.0	6.0	0.0	5.0	12.0	10.0	3.0	5.0	13.0	12.0	0.0	2.0	5.0	24.0	11.0	49.0	2.0	0.0	0.0	3.0	3.0	22.0	0.0	32.0	0.0	1.0	3.0	2.0	0.0	0.0	19.0	7.0	0.0	3.0	2.0	0.0	5.0	0.0	28.0	31.0	16.0	23.0	0.0	40.0	28.0	42.0	0.0	3.0
2a3d9a105ecec36eb399d79afd5dd96d	36.0	48.0	0.0	0.0	0.0	26.0	28.0	26.0	47.0	0.0	0.0	36.0	20.0	22.0	35.0	35.0	0.0	0.0	0.0	6.0	16.0	32.0	76.0	0.0	0.0	0.0	22.0	10.0	33.0	0.0	60.0	33.0	38.0	12.0	18.0	18.0	0.0	23.0	20.0	19.0	0.0	18.0	16.0	19.0	0.0	50.0	51.0	29.0	32.0	0.0	72.0	77.0	43.0	0.0	0.0
9464d5e7ae347ba2d3dc4d44309e2767	36.0	67.0	0.0	0.0	0.0	47.0	34.0	47.0	73.0	0.0	0.0	45.0	21.0	36.0	30.0	21.0	0.0	0.0	0.0	25.0	22.0	23.0	68.0	0.0	0.0	0.0	36.0	24.0	59.0	0.0	45.0	40.0	43.0	18.0	22.0	24.0	0.0	23.0	30.0	23.0	0.0	22.0	34.0	44.0	0.0	50.0	66.0	69.0	39.0	0.0	103.0	76.0	43.0	0.0	0.0
c2339c5393011ce434574b6b6a0a59fc	34.0	41.0	0.0	0.0	0.0	107.0	25.0	107.0	39.0	0.0	1.0	53.0	66.0	33.0	19.0	50.0	0.0	1.0	0.0	8.0	22.0	76.0	72.0	0.0	1.0	0.0	33.0	21.0	38.0	0.0	132.0	40.0	18.0	8.0	14.0	39.0	0.0	82.0	47.0	29.0	0.0	14.0	55.0	46.0	0.0	90.0	113.0	88.0	94.0	0.0	179.0	111.0	40.0	0.0	0.0
231f19fb2d0796586dfd4e57b75c21de	34.0	91.0	0.0	0.0	0.0	67.0	37.0	67.0	54.0	0.0	0.0	31.0	63.0	22.0	57.0	27.0	0.0	0.0	0.0	2.0	25.0	39.0	38.0	0.0	0.0	0.0	22.0	33.0	36.0	0.0	52.0	63.0	22.0	13.0	13.0	15.0	0.0	25.0	22.0	42.0	0.0	13.0	38.0	106.0	0.0	49.0	71.0	50.0	18.0	0.0	55.0	72.0	15.0	0.0	0.0
a3784a753665101bd1c6a6ef26651c3e	34.0	28.0	0.0	0.0	0.0	41.0	11.0	41.0	21.0	0.0	0.0	32.0	26.0	22.0	46.0	53.0	0.0	0.0	0.0	21.0	22.0	36.0	78.0	0.0	0.0	0.0	22.0	9.0	50.0	0.0	96.0	27.0	19.0	24.0	8.0	8.0	0.0	43.0	50.0	18.0	0.0	8.0	13.0	27.0	0.0	44.0	30.0	35.0	33.0	0.0	45.0	67.0	49.0	0.0	0.0
b18b389447d758e7cb173b4b4f2ad960	33.0	67.0	18.0	223.0	6.0	53.0	40.0	53.0	42.0	1.0	16.0	39.0	138.0	22.0	40.0	44.0	21.0	44.0	6.0	42.0	33.0	48.0	71.0	18.0	44.0	27.0	22.0	104.0	47.0	0.0	94.0	48.0	46.0	35.0	32.0	27.0	0.0	52.0	55.0	67.0	6.0	32.0	101.0	66.0	0.0	54.0	73.0	53.0	44.0	0.0	46.0	67.0	46.0	0.0	25.0
41218f2590e61da3e6197c2a81a2ebb7	33.0	43.0	18.0	0.0	3.0	21.0	18.0	21.0	37.0	5.0	2.0	27.0	12.0	29.0	9.0	30.0	22.0	31.0	18.0	8.0	23.0	25.0	31.0	9.0	31.0	10.0	29.0	13.0	44.0	0.0	48.0	9.0	15.0	23.0	16.0	0.0	0.0	17.0	50.0	17.0	4.0	16.0	20.0	28.0	0.0	65.0	16.0	39.0	31.0	0.0	20.0	48.0	28.0	0.0	14.0
1c0f0e52f68757ff9e7a71366a8a8938	30.0	37.0	0.0	0.0	0.0	47.0	44.0	47.0	66.0	0.0	0.0	56.0	34.0	52.0	15.0	11.0	0.0	0.0	0.0	8.0	29.0	29.0	42.0	0.0	0.0	0.0	52.0	32.0	55.0	0.0	36.0	22.0	39.0	37.0	26.0	27.0	0.0	25.0	32.0	45.0	0.0	26.0	32.0	29.0	0.0	51.0	38.0	55.0	39.0	0.0	44.0	47.0	37.0	0.0	0.0
2467cb97a2fc5de14f77529e2e60a7e0	30.0	49.0	0.0	0.0	1.0	54.0	34.0	54.0	47.0	0.0	0.0	44.0	32.0	33.0	19.0	59.0	0.0	0.0	0.0	12.0	43.0	60.0	95.0	0.0	0.0	0.0	33.0	20.0	54.0	0.0	88.0	49.0	33.0	26.0	39.0	30.0	0.0	29.0	45.0	18.0	0.0	39.0	26.0	31.0	0.0	86.0	60.0	56.0	49.0	0.0	103.0	138.0	72.0	0.0	0.0
df44df1f116a7eff32c1586fdd813680	29.0	21.0	0.0	0.0	0.0	9.0	2.0	9.0	5.0	0.0	0.0	16.0	11.0	9.0	12.0	28.0	7.0	2.0	6.0	16.0	12.0	14.0	33.0	3.0	2.0	0.0	9.0	14.0	16.0	0.0	44.0	14.0	14.0	8.0	10.0	5.0	0.0	16.0	11.0	23.0	0.0	10.0	15.0	9.0	0.0	20.0	24.0	20.0	24.0	0.0	23.0	44.0	26.0	0.0	1.0
de7dc0f7ec1982c8f6790f1564b243ba	29.0	61.0	19.0	0.0	16.0	36.0	27.0	36.0	52.0	0.0	23.0	39.0	25.0	31.0	12.0	33.0	45.0	26.0	18.0	6.0	36.0	50.0	56.0	32.0	26.0	40.0	31.0	14.0	51.0	0.0	61.0	29.0	25.0	22.0	24.0	10.0	0.0	28.0	16.0	21.0	28.0	24.0	13.0	35.0	0.0	87.0	61.0	65.0	42.0	0.0	90.0	93.0	66.0	0.0	21.0
2c1ff52ff480de9bf4c135d69228d3b4	28.0	10.0	0.0	0.0	0.0	11.0	8.0	11.0	8.0	0.0	0.0	14.0	20.0	2.0	0.0	3.0	0.0	0.0	0.0	2.0	17.0	12.0	51.0	0.0	0.0	0.0	2.0	13.0	35.0	0.0	13.0	3.0	5.0	1.0	3.0	17.0	0.0	11.0	19.0	19.0	0.0	3.0	7.0	0.0	0.0	33.0	39.0	11.0	24.0	0.0	27.0	23.0	32.0	0.0	0.0
e08a5dc5d38e96c28061be66865f3899	27.0	14.0	0.0	0.0	0.0	29.0	11.0	29.0	28.0	0.0	0.0	38.0	37.0	36.0	18.0	34.0	0.0	0.0	0.0	9.0	11.0	25.0	44.0	0.0	0.0	0.0	36.0	25.0	36.0	0.0	69.0	11.0	39.0	20.0	14.0	15.0	0.0	36.0	61.0	20.0	0.0	14.0	24.0	27.0	0.0	31.0	30.0	32.0	28.0	0.0	23.0	34.0	30.0	0.0	0.0
ce0c2603d676b7be08562a52440d2746	27.0	0.0	7.0	1565.0	25.0	36.0	1.0	36.0	0.0	0.0	1.0	5.0	0.0	0.0	7.0	4.0	0.0	70.0	4.0	0.0	55.0	9.0	73.0	0.0	70.0	0.0	0.0	0.0	21.0	1522.0	11.0	3.0	3.0	0.0	2.0	4.0	592.0	2.0	0.0	7.0	0.0	2.0	0.0	46.0	1357.0	0.0	0.0	1.0	0.0	0.0	0.0	18.0	12.0	1014.0	0.0
b766fca43577f04c9e421a539d22fb3f	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0
f73c0d65e886fa161b30608e37c8c8e0	26.0	44.0	0.0	0.0	0.0	19.0	10.0	19.0	26.0	0.0	0.0	20.0	5.0	16.0	29.0	43.0	0.0	0.0	0.0	24.0	16.0	24.0	48.0	0.0	0.0	0.0	16.0	8.0	27.0	0.0	60.0	8.0	22.0	7.0	9.0	11.0	0.0	17.0	14.0	5.0	0.0	9.0	7.0	26.0	0.0	15.0	32.0	18.0	25.0	0.0	34.0	61.0	26.0	0.0	0.0
d7333305dac9bbf0fa6efc844890d0ae	26.0	21.0	0.0	0.0	0.0	5.0	5.0	5.0	3.0	0.0	0.0	10.0	11.0	1.0	7.0	10.0	0.0	0.0	0.0	2.0	21.0	11.0	31.0	0.0	0.0	0.0	1.0	4.0	18.0	0.0	13.0	0.0	16.0	3.0	5.0	2.0	0.0	3.0	3.0	5.0	0.0	5.0	5.0	19.0	0.0	20.0	26.0	12.0	16.0	0.0	37.0	22.0	26.0	0.0	0.0
9c8cf86dbcc16c987ecdee70fccb2f6c	25.0	19.0	0.0	0.0	0.0	46.0	15.0	46.0	25.0	0.0	0.0	17.0	8.0	21.0	5.0	18.0	0.0	0.0	0.0	1.0	14.0	27.0	19.0	0.0	0.0	0.0	21.0	6.0	36.0	0.0	21.0	7.0	8.0	3.0	4.0	0.0	0.0	4.0	46.0	1.0	0.0	4.0	10.0	21.0	0.0	47.0	40.0	20.0	18.0	0.0	37.0	19.0	22.0	0.0	0.0
e6922be77906565e6bae2a89da15d175	25.0	27.0	23.0	617.0	12.0	8.0	24.0	8.0	35.0	0.0	7.0	25.0	24.0	28.0	0.0	15.0	9.0	32.0	1.0	6.0	16.0	14.0	31.0	14.0	32.0	6.0	28.0	8.0	23.0	0.0	24.0	33.0	34.0	35.0	30.0	15.0	0.0	9.0	28.0	28.0	22.0	30.0	46.0	15.0	0.0	44.0	24.0	39.0	18.0	0.0	27.0	19.0	12.0	0.0	22.0
f3107cbd5c59be2feb9d839409928cb0	25.0	13.0	0.0	0.0	0.0	26.0	4.0	26.0	21.0	0.0	0.0	7.0	16.0	13.0	15.0	11.0	0.0	0.0	0.0	14.0	12.0	7.0	24.0	0.0	0.0	0.0	13.0	8.0	12.0	0.0	24.0	14.0	4.0	6.0	9.0	7.0	0.0	13.0	25.0	8.0	0.0	9.0	17.0	14.0	0.0	19.0	10.0	10.0	19.0	0.0	70.0	15.0	13.0	0.0	0.0
690ced5c102caf224e2eed48084170e6	25.0	83.0	1.0	0.0	7.0	62.0	80.0	62.0	97.0	0.0	9.0	51.0	68.0	100.0	60.0	56.0	10.0	2.0	2.0	27.0	31.0	47.0	60.0	2.0	2.0	5.0	100.0	45.0	56.0	0.0	103.0	96.0	53.0	44.0	37.0	26.0	0.0	47.0	69.0	56.0	7.0	37.0	82.0	30.0	0.0	88.0	70.0	80.0	32.0	0.0	46.0	81.0	39.0	0.0	6.0
82b51f2f87d8f75097c0d9a4f7971554	24.0	42.0	0.0	0.0	0.0	55.0	45.0	55.0	49.0	0.0	0.0	42.0	56.0	43.0	34.0	44.0	0.0	0.0	0.0	18.0	22.0	42.0	50.0	0.0	0.0	0.0	43.0	33.0	46.0	0.0	71.0	33.0	50.0	46.0	39.0	26.0	0.0	27.0	38.0	40.0	0.0	39.0	52.0	39.0	0.0	73.0	38.0	54.0	26.0	0.0	61.0	72.0	43.0	0.0	0.0
c08519ee16fb9774a52584306099a9c7	24.0	9.0	0.0	0.0	0.0	11.0	11.0	11.0	12.0	13.0	0.0	25.0	12.0	14.0	17.0	28.0	0.0	2.0	0.0	8.0	13.0	22.0	35.0	6.0	2.0	0.0	14.0	17.0	18.0	0.0	43.0	7.0	10.0	11.0	7.0	0.0	0.0	15.0	22.0	19.0	0.0	7.0	18.0	25.0	0.0	29.0	31.0	16.0	17.0	0.0	10.0	27.0	22.0	0.0	0.0
03288fbfa1dbba9396ee5b444aee0a1b	24.0	22.0	211.0	0.0	179.0	10.0	32.0	10.0	43.0	41.0	247.0	13.0	25.0	30.0	14.0	20.0	321.0	308.0	153.0	33.0	12.0	4.0	18.0	196.0	308.0	238.0	30.0	14.0	38.0	0.0	22.0	38.0	17.0	13.0	24.0	6.0	0.0	3.0	0.0	20.0	140.0	24.0	24.0	36.0	0.0	6.0	2.0	26.0	0.0	0.0	0.0	17.0	12.0	0.0	272.0
62fe7c8a6d18dbe298fc688ade1618ec	23.0	20.0	0.0	0.0	0.0	8.0	7.0	8.0	9.0	0.0	0.0	22.0	0.0	14.0	5.0	23.0	0.0	0.0	0.0	1.0	19.0	19.0	12.0	0.0	0.0	0.0	14.0	0.0	17.0	0.0	41.0	9.0	9.0	9.0	6.0	19.0	0.0	18.0	17.0	0.0	0.0	6.0	0.0	36.0	0.0	28.0	10.0	18.0	13.0	0.0	23.0	16.0	8.0	0.0	0.0
a42adcb9cf4dd50602daa306f1b7e7d4	23.0	27.0	0.0	0.0	3.0	25.0	14.0	25.0	12.0	0.0	3.0	21.0	18.0	21.0	19.0	40.0	4.0	2.0	5.0	7.0	14.0	16.0	37.0	0.0	2.0	3.0	21.0	5.0	39.0	0.0	70.0	13.0	36.0	33.0	11.0	12.0	0.0	30.0	17.0	6.0	1.0	11.0	1.0	19.0	0.0	36.0	18.0	46.0	10.0	0.0	14.0	90.0	16.0	0.0	1.0
32cf2af3f5d48db232c5a8964fe7e89e	23.0	35.0	0.0	0.0	0.0	27.0	27.0	27.0	37.0	0.0	0.0	21.0	57.0	41.0	15.0	22.0	0.0	0.0	0.0	3.0	11.0	24.0	39.0	0.0	0.0	0.0	41.0	28.0	29.0	0.0	34.0	43.0	27.0	13.0	16.0	3.0	0.0	12.0	30.0	39.0	0.0	16.0	55.0	23.0	0.0	48.0	26.0	23.0	26.0	0.0	38.0	9.0	20.0	0.0	0.0
27834c13e8e299a09a8cd3bb774a8737	23.0	9.0	0.0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0	5.0	6.0	0.0	7.0	11.0	0.0	0.0	0.0	5.0	8.0	2.0	36.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	19.0	4.0	27.0	7.0	4.0	16.0	0.0	8.0	4.0	6.0	0.0	4.0	3.0	0.0	0.0	8.0	14.0	5.0	11.0	0.0	24.0	16.0	21.0	0.0	0.0
f1676bc9912e007f9f52734e5d8572c2	23.0	6.0	0.0	0.0	0.0	6.0	9.0	6.0	4.0	0.0	0.0	3.0	3.0	3.0	3.0	19.0	0.0	0.0	0.0	0.0	13.0	15.0	29.0	0.0	0.0	0.0	3.0	0.0	17.0	0.0	44.0	0.0	2.0	2.0	0.0	0.0	0.0	25.0	11.0	0.0	0.0	0.0	0.0	4.0	0.0	12.0	25.0	5.0	7.0	0.0	8.0	20.0	25.0	0.0	0.0
